This fits B3 to B12 into the virial expansion since maxPower is set to 10.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.41243978705137685, 2.864788975654117E-4, 156.21764543390853, 3.5598201419503144, 3.585175471635874, 0.015333038242339283, 1.4847772825907002, -0.00261488210504646, 4.6206149260163526E-4, 0.017485858854784108, 7.026244403292171, 0.41253893406243664, 4103.183496827705, 979.5629038998263, 5811.903004948289, 0.7059965545423298
0.0013, 0.4467871414034113, 3.10352139029196E-4, 216.06561994153648, 4.011046485163833, 4.020463918344632, 0.019576719349328607, 1.480564208311068, -0.002807947521593494, 5.705780066053987E-4, 0.021814088864316704, 7.029903847736631, 0.4469171785676397, 4109.597959347127, 981.0942440256918, 5820.988690251072, 0.70599655454233
0.0014, 0.4810804345517884, 3.342253804929803E-4, 286.4498142193069, 4.575733801322906, 4.534046510481964, 0.025649411676112382, 1.4745332330653802, -0.002999174719602353, 6.962669678727935E-4, 0.027952319427841942, 7.0345923456790125, 0.48129542307284273, 4117.825964426627, 983.0585355459733, 5832.643145257351, 0.7059965545423298
0.0015, 0.5154317220241119, 3.580986219567647E-4, 383.7410467972326, 5.136079451899473, 5.142876273786143, 0.03325369051355594, 1.466975570903023, -0.003188695233083918, 8.415609738793887E-4, 0.03560082477276047, 7.039265092592591, 0.5156736675780458, 4126.0372473440475, 985.0188349441236, 5844.27391436605, 0.70599655454233
0.0016, 0.5497157244078094, 3.8197186342054886E-4, 462.31665288757216, 5.877910271852086, 5.8483072131003695, 0.043971697015623756, 1.4563194932084438, -0.0033766230161081877, 0.001009757359097713, 0.04633856267263423, 7.045466604938276, 0.5500519120832489, 4136.951832740843, 987.6245002706715, 5859.7337425005835, 0.7059965545423298
0.0017, 0.5840364611740403, 4.0584510488433315E-4, 577.4079455836934, 6.5419285415568105, 6.625126152414964, 0.05532768468778307, 1.445023978255664, -0.0035630577486152858, 0.0012029978892865315, 0.05768774454711183, 7.05075275720165, 0.5844301565884519, 4146.270577862914, 989.8491867950581, 5872.933162614059, 0.7059965545423298
0.0018, 0.6182686121048012, 4.297183463481176E-4, 896.4127522270752, 7.279613527467672, 7.431025883602786, 0.07154089563167804, 1.4288883725373143, -0.003748087361811589, 0.0014242035268073674, 0.07386477946668225, 7.058561481481481, 0.618808401093655, 4160.061851976888, 993.1416109652195, 5892.467640544924, 0.7059965545423298
0.0019, 0.6524857225313563, 4.535915878119019E-4, 1094.4755231422598, 8.425387444450244, 8.216124627798536, 0.0981282408580479, 1.402416480456216, -0.003931790000723226, 0.0016743497549133873, 0.10038568110385775, 7.068927376543207, 0.6531866455988581, 4178.416635991996, 997.5234928733024, 5918.466045065477, 0.7059965545423298
0.002, 0.6866675379688555, 4.7746482927568624E-4, 446.42606985860215, 9.361318664490486, 8.949193184652586, 0.12379825251203166, 1.3768471030221754, -0.004114235572503025, 0.001951253865306972, 0.12596123421922772, 7.076666656378601, 0.687564890104061, 4192.155645341314, 1000.8034397499969, 5937.926493223364, 0.7059965545423299
0.0021, 0.7210152822840985, 5.013380707394704E-4, 265.5244309181278, 9.339346617346852, 9.655810127188715, 0.1194435155809732, 1.3811913646385452, -0.0042954869843524115, 0.0022506042767971995, 0.12148839828852841, 7.0739791975308695, 0.721943134609264, 4187.381377301988, 999.6636672128404, 5931.1640409017355, 0.70599655454233
0.0022, 0.7552229792497306, 5.252113122032547E-4, 1383.6009193167001, 10.109743134963745, 10.480552861394244, 0.13647611021971642, 1.3642218095422556, -0.0044756011451519695, 0.0025811261734863256, 0.13837058519138207, 7.078781368312762, 0.756321379114467, 4195.914979267265, 1001.7009146155692, 5943.251354799194, 0.7059965545423299
0.0023, 0.7893490674911944, 5.490845536670391E-4, 2625.6213179857828, 11.6923813662303, 11.673145466954338, 0.18550559325369625, 1.3153498465487472, -0.004654629784629776, 0.0029504783804055745, 0.18720974465792045, 7.092562088477365, 0.79069962361967, 4220.468091208776, 1007.5625383162393, 5978.029303478316, 0.70599655454233
0.0024, 0.8232200646455246, 5.729577951308231E-4, 4515.9757026476445, 13.80866736588895, 13.584736777964281, 0.2618402936531848, 1.2392268148106809, -0.004832620129818146, 0.0033702449345693886, 0.26330266884843356, 7.109848981481482, 0.8250778681248729, 4251.4033505484085, 1014.9477874758377, 6021.847165110356, 0.7059965545423299
0.0025, 0.8566218314404702, 5.968310365946075E-4, 8949.077457986816, 16.827555168908166, 16.624921756494587, 0.40112755004147665, 1.1002701353744402, -0.005009615468588517, 0.0038673248934224524, 0.4022698406166427, 7.135188096707823, 0.8594561126300759, 4297.020854471093, 1025.8381643370515, 6086.461508663714, 0.7059965545423299
0.0026, 0.889526650891934, 6.207042780583919E-4, 18290.702788694023, 21.12418245994635, 21.13301307445363, 0.6891272677184413, 0.8128206284872876, -0.005185655622889315, 0.0044826290465760366, 0.6898302942947546, 7.1772145576131665, 0.8938343571352789, 4373.397680158898, 1044.0717883558748, 6194.6445092696, 0.7059965545423296
0.0027, 0.9208403979758041, 6.445775195221761E-4, 36057.555589709045, 26.93023251678763, 27.172386700549396, 1.2744442784750873, 0.22840675793397458, -0.005360777349080229, 0.0052620259434132954, 1.2745430298807543, 7.239784434156382, 0.9282126016404819, 4488.7775930057405, 1071.6167135505054, 6358.072945434755, 0.70599655454233
0.0028, 0.9484979847300559, 6.684507609859605E-4, 57244.463320591494, 34.218100531109634, 34.27735432411282, 2.4107487300923403, -0.9064540521921152, -0.005535014678884134, 0.006250869200811859, 2.4100328755704123, 7.328138395061728, 0.9625908461456849, 4655.133818765747, 1111.3313370162298, 6593.706143202766, 0.7059965545423298
0.0029, 0.9674818046279235, 6.923240024497446E-4, -50490.60333406012, 41.3154629833202, 41.12418575117772, 4.007666069109536, -2.5013869913988076, -0.005708399211575585, 0.00745066216749013, 4.005923806153621, 7.41935252057613, 0.9969690906508879, 4831.135313837507, 1153.3485989145815, 6843.001262193617, 0.7059965545423298
