This fits B3 to B12 into the virial expansion since maxPower is set to 10.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.06876541313452006, 4.774648292756861E-5, 29.13512865335547, 1.1593821730253504, 1.145485739105777, 8.365560830621354E-4, 1.4991645186344964, -5.213638970822166E-4, 6.187348758675655E-6, 0.0013517326313856764, 7.006252067901235, 0.06875648901040608, 4068.2577137980697, 971.224987384044, 5762.432815887272, 0.7059965545423298
3.0E-4, 0.1031446257555747, 7.161972439135293E-5, 23.837883135002716, 1.2975202146390048, 1.2911811249668474, 0.001391099922839952, 1.4986120518961268, -7.530065463303081E-4, 1.5397218233058718E-5, 0.0021287092509372015, 7.0074041255144, 0.10313473351560913, 4070.2649087760688, 971.7041698877907, 5765.27588213892, 0.7059965545423299
4.0E-4, 0.13752100513502152, 9.549296585513724E-5, 29.25030732919928, 1.4272643419406728, 1.4566923629586048, 0.001974731163196918, 1.4980311549747498, -9.765371141186377E-4, 3.069258631748351E-5, 0.0029205756909980725, 7.008367253086417, 0.13751297802081217, 4071.9434432748967, 972.1048904817488, 5767.6534213606465, 0.7059965545423298
5.0E-4, 0.17188838640024984, 1.1936620731892148E-4, 33.701537302518936, 1.6587194486712669, 1.6258480396654384, 0.0027876992223597004, 1.4972237280156906, -0.0011940355932402447, 5.272684163579074E-5, 0.003929007973964154, 7.010041111111108, 0.1718912225260152, 4074.8617335004346, 972.8015809539055, 5771.786997093788, 0.7059965545423298
6.0E-4, 0.20626752869193563, 1.4323944878270585E-4, 36.14701492057573, 1.7888674554096626, 1.8065748943928264, 0.003583861038644455, 1.496432496624233, -0.001406727072591923, 8.190260014364003E-5, 0.004908685511092738, 7.0112850102880655, 0.20626946703121826, 4077.0313141988795, 973.3195301927968, 5774.860072570553, 0.7059965545423299
7.0E-4, 0.24065825369904237, 1.6711269024649017E-4, 54.17296388649417, 1.949353859465811, 2.0151406427365384, 0.004513592053147537, 1.4955095741009294, -0.0016154210498813184, 1.1894751686285132E-4, 0.006010065586166004, 7.0129087551440366, 0.24064771153642134, 4079.864571671667, 973.9959205905661, 5778.873204723333, 0.7059965545423301
8.0E-4, 0.2750018433667731, 1.9098593171027449E-4, 69.27926429930622, 2.3333916818843834, 2.261614766430838, 0.00617042953398674, 1.493866881053114, -0.0018206928681456847, 1.6496942758515527E-4, 0.007826152974547269, 7.015436224279832, 0.2750259560416244, 4084.277340593644, 975.0493915705486, 5785.123616136232, 0.7059965545423299
9.0E-4, 0.3093842073016621, 2.148591731740588E-4, 73.52560406065223, 2.5882638474960524, 2.54514658468523, 0.007821433263248875, 1.4922288514047697, -0.0020229727110088343, 2.2111450569607384E-4, 0.009623291468561637, 7.017433106995883, 0.30940420054682743, 4087.765995157204, 975.8822464983446, 5790.065077310674, 0.7059965545423298
0.001, 0.3437334158841314, 2.38732414637843E-4, 89.98449062525408, 2.846017976708601, 2.860208828863279, 0.00968101853300784, 1.4903841296060376, -0.0022225944863660013, 2.8859768454006274E-4, 0.011615015334833778, 7.019729526748978, 0.3437824450520305, 4091.7804112657695, 976.8406177493034, 5795.751246857446, 0.7059965545423299
0.0011, 0.3780865004468953, 2.626056561016274E-4, 118.37562397853583, 3.174829043610808, 3.204473054461678, 0.012117876208633527, 1.4879667590280568, -0.0024198249427019227, 3.685463570240908E-4, 0.01416915479431136, 7.022797160493835, 0.3781606895572336, 4097.147100836601, 978.1218205091598, 5803.352827256532, 0.7059965545423299
