This fits B3 to B5 into the virial expansion since maxPower is set to 3.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.06876460818458845, 4.774648292756861E-5, 28.95316068819773, 1.1637315392045378, 1.2870601417200798, 8.506597358255954E-4, 1.499150461293491, -5.213638970822166E-4, 1.168041404970762E-5, 0.0013603432188581044, 7.006323395061732, 0.06875648901040608, 4068.3819657756935, 971.2546503586857, 5762.608811048756, 0.7059965545423298
3.0E-4, 0.10314480001578087, 7.161972439135293E-5, 24.455351302597833, 1.2773330583239093, 1.4757832147455354, 0.0013824115924981834, 1.4986204771520018, -7.530065463303081E-4, 2.837564787096431E-5, 0.002107042490957527, 7.007302674897121, 0.10313473351560913, 4070.088127944599, 971.6619665730321, 5765.025483138624, 0.7059965545423299
4.0E-4, 0.13753090948265445, 9.549296585513724E-5, 28.245048617494, 1.4558858810381476, 1.6770133694647624, 0.0020183167492827756, 1.4979879602257666, -9.765371141186377E-4, 5.353903341686036E-5, 0.002941314829984553, 7.008679454732511, 0.13751297802081217, 4072.4876459537186, 972.2348093013163, 5768.4242504465965, 0.7059965545423298
5.0E-4, 0.1719112222823482, 1.1936620731892148E-4, 35.34630134991458, 1.570371577738117, 1.8812539371763535, 0.002731013324101706, 1.4972787225968722, -0.0011940355932402447, 8.760109702937958E-5, 0.0038374478203125712, 7.009757078189301, 0.1718912225260152, 4074.3664376935726, 972.6833377899733, 5771.085441535654, 0.7059965545423299
6.0E-4, 0.20626714083476066, 1.4323944878270585E-4, 44.810110184127275, 1.8296938789809851, 2.0823829517187495, 0.0037059783232391676, 1.4963111980535502, -0.001406727072591923, 1.307491720583486E-4, 0.004981956223772742, 7.011437057613167, 0.20626946703121826, 4077.2965644981214, 973.3828540372183, 5775.235783043267, 0.70599655454233
7.0E-4, 0.24066745862274033, 1.6711269024649017E-4, 57.00421426576652, 2.0357041260161255, 2.277223777673354, 0.004870538484990607, 1.4951547746557239, -0.0016154210498813184, 1.8298170059407497E-4, 0.00630297783427785, 7.013603240740742, 0.24064771153642134, 4081.0767738609147, 974.2853125462345, 5780.590213370826, 0.7059965545423299
8.0E-4, 0.2750014188630532, 1.9098593171027449E-4, 66.0556357606819, 2.3557520582478464, 2.465455623742019, 0.0064277290664790515, 1.4936106942460015, -0.0018206928681456847, 2.441659455071786E-4, 0.008004255989117557, 7.015490576131687, 0.2750259560416244, 4084.3722697255043, 975.072054231417, 5785.258077319152, 0.7059965545423297
9.0E-4, 0.30938710256265206, 2.148591731740588E-4, 69.09288133206518, 2.627146526665353, 2.65040531181814, 0.008024462770107696, 1.4920272293212669, -0.0020229727110088343, 3.1427223034362394E-4, 0.009733163250772907, 7.018156059670782, 0.30940420054682743, 4089.029519490398, 976.1838907133616, 5791.854780567813, 0.7059965545423299
0.001, 0.3437523241054509, 2.38732414637843E-4, 77.47298175438183, 2.8358401713857377, 2.8376128443421447, 0.009726671145417025, 1.490338438654788, -0.0022225944863660013, 3.931901252740231E-4, 0.011556075506509002, 7.020127901234576, 0.3437824450520305, 4092.477084870845, 977.0069363212575, 5796.73804148214, 0.70599655454233
0.0011, 0.37808762976144505, 2.626056561016274E-4, 130.64536237105563, 3.08480455344256, 3.036507023457791, 0.011723525170791123, 1.4883576303919843, -0.0024198249427019227, 4.811558828952833E-4, 0.013662194230597762, 7.022207129629636, 0.3781606895572336, 4096.114503671977, 977.8753060947009, 5801.89021790245, 0.7059965545423299
