This fits B3 to B3 into the virial expansion since maxPower is set to 1.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.41241881814866765, 2.864788975654117E-4, 167.4868805186607, 3.6643073625731266, 5.644874070448813, 0.016637882606964385, 1.4834782413127903, -0.00261488210504646, 8.33753736937984E-4, 0.018419010975072862, 7.0269408744855975, 0.41253893406243664, 4104.403792717414, 979.8542280841491, 5813.631477816686, 0.7059965545423299
0.0013, 0.4467811409090813, 3.10352139029196E-4, 226.27755610229949, 4.020043129096819, 6.346847258386809, 0.020277790839046968, 1.479864574077666, -0.002807947521593494, 0.0010276349099705014, 0.022058103450669962, 7.030106481481478, 0.4469171785676397, 4109.953341403279, 981.179085242076, 5821.492066724889, 0.70599655454233
0.0014, 0.48110543198667194, 3.342253804929803E-4, 277.1155908879045, 4.692065939551958, 7.098358573616792, 0.027441840076294775, 1.4727473535943378, -0.002999174719602353, 0.0012491600087683817, 0.029191854787128747, 7.0351298251028815, 0.48129542307284273, 4118.76990647446, 983.2838851103306, 5833.98018017878, 0.70599655454233
0.0015, 0.5154461653798539, 3.580986219567647E-4, 333.6278898817925, 5.153636669552204, 7.897823660989371, 0.033509085668339385, 1.466718978438725, -0.003188695233083918, 0.0014995842215355147, 0.035198196679887786, 7.039116368312766, 0.5156736675780458, 4125.775730433439, 984.9564023805854, 5843.903492005027, 0.7059965545423299
0.0016, 0.5496946758034224, 3.8197186342054886E-4, 445.1859900281029, 5.784988246592342, 8.747127160784869, 0.04337139842469652, 1.4569137462283082, -0.0033766230161081877, 0.0017813365003520936, 0.04496668494045261, 7.045064927983532, 0.5500519120832489, 4136.244303954887, 987.4555902151744, 5858.731572190539, 0.7059965545423298
0.0017, 0.5840041586480762, 4.0584510488433315E-4, 638.704090767633, 6.412644288364991, 9.64509557757489, 0.05476515094080893, 1.4455810096611066, -0.0035630577486152858, 0.002095784637780792, 0.05623242405164343, 7.0509808950617305, 0.5844301565884519, 4146.673067612554, 989.9452741448567, 5873.5032641918215, 0.70599655454233
0.0018, 0.6182423844014275, 4.297183463481176E-4, 849.2902196278642, 7.40692630406167, 10.5932593623349, 0.07386727239030154, 1.426569317928815, -0.003748087361811589, 0.00244534630120269, 0.07517001345091044, 7.058882901234568, 0.618808401093655, 4160.6301775253605, 993.2772886957067, 5893.272638168232, 0.7059965545423302
0.0019, 0.6524789621832993, 4.535915878119019E-4, 690.3906728476853, 8.279869174174056, 11.591453246571042, 0.09531577191282174, 1.4052149034640415, -0.003931790000723226, 0.0028318161412150405, 0.09641574577232993, 7.068237932098766, 0.6531866455988581, 4177.194171101359, 997.2316508781505, 5916.73449994281, 0.7059965545423299
0.002, 0.6867982560899212, 4.7746482927568624E-4, 402.4168469030374, 8.680914568524905, 12.632253430235025, 0.10683099886477615, 1.3937440437342166, -0.004114235572503025, 0.003253507332907021, 0.10769172710437215, 7.070060123456794, 0.687564890104061, 4180.425645328755, 998.0031085232969, 5921.311681242923, 0.70599655454233
0.0021, 0.7210666984670226, 5.013380707394704E-4, 675.250838455671, 9.115200210817953, 13.721192313351953, 0.11452976102324361, 1.386079709750711, -0.0042954869843524115, 0.0037145195670321984, 0.11511072844056382, 7.071660154320991, 0.721943134609264, 4183.264513940296, 998.6808384817695, 5925.332761223096, 0.7059965545423299
0.0022, 0.7552239461362735, 5.252113122032547E-4, 1475.0984745871012, 10.134017295659122, 14.863910991499294, 0.13907185149492624, 1.3616286258002466, -0.0044756011451519695, 0.004219537927764513, 0.13932791471231368, 7.079113117283955, 0.756321379114467, 4196.504934928635, 1001.8417561551372, 5944.086990125703, 0.7059965545423299
0.0023, 0.7892455551224978, 5.490845536670391E-4, 2507.9533694730144, 11.632935136194849, 16.060402336639306, 0.18496052515659914, 1.315889725256785, -0.004654629784629776, 0.004770684831882509, 0.1848444701093464, 7.091614773662554, 0.79069962361967, 4218.777202394769, 1007.1588683467874, 5975.634265141193, 0.7059965545423298
0.0024, 0.8231308577442811, 5.729577951308231E-4, 4546.354169071343, 13.74654216316862, 17.31043578800726, 0.2588178042336077, 1.242237675763155, -0.004832620129818146, 0.005369953997964647, 0.2582804703654612, 7.108257983539092, 0.8250778681248729, 4248.549931081977, 1014.2665837566418, 6017.805474753551, 0.7059965545423299
0.0025, 0.8567047685259876, 5.968310365946075E-4, 9086.021304291782, 16.770235541547116, 18.621822100413027, 0.40203294687284435, 1.0993589628044738, -0.005009615468588517, 0.006024116434368129, 0.40101844590706476, 7.135735606995887, 0.8594561126300759, 4298.0101109394955, 1026.0743319224493, 6087.862728630068, 0.7059965545423299
0.0026, 0.8894829483522924, 6.207042780583919E-4, 18437.25908462423, 21.140497816844086, 19.999794804402033, 0.6926433653184999, 0.8093081430038918, -0.005185655622889315, 0.006739089327466056, 0.6910899316139232, 7.1771708127572, 0.8938343571352789, 4373.317713557363, 1044.052697736, 6194.531241575839, 0.7059965545423299
0.0027, 0.9208337616351159, 6.445775195221761E-4, 36016.54810860507, 26.934045449746506, 21.456384107117664, 1.2823472229880144, 0.22051719684244842, -0.005360777349080229, 0.0075256706139277246, 1.280182329723167, 7.240583744855968, 0.9282126016404819, 4490.26451190437, 1071.9716892895458, 6360.179073133346, 0.7059965545423297
0.0028, 0.9484401221409448, 6.684507609859605E-4, 56812.03110007683, 34.21284114987822, 22.998440441801048, 2.412306864695965, -0.9080098205138953, -0.005535014678884134, 0.008392344606775688, 2.4094495347680733, 7.327877890946498, 0.9625908461456849, 4654.6373877448395, 1111.2128228399074, 6593.002979684877, 0.7059965545423302
0.0029, 0.9674674152621746, 6.923240024497446E-4, -50523.23682888714, 41.36931684950806, 24.60468680216298, 3.9949218959883295, -2.4886536425752706, -0.005708399211575585, 0.009328776485705806, 3.991301518714199, 7.419179567901232, 0.9969690906508879, 4830.797465637634, 1153.2679435980447, 6842.522721331482, 0.70599655454233
