This fits B3 to B7 into the virial expansion since maxPower is set to 5.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.41244536398138915, 2.864788975654117E-4, 145.98640014416634, 3.5922696759278705, 3.7894276997297687, 0.015644522334713737, 1.4844661499231737, -0.00261488210504646, 4.733092001751325E-4, 0.017786095239585065, 7.02637148148148, 0.41253893406243664, 4103.406134070269, 979.6160546263319, 5812.218356689217, 0.7059965545423298
0.0013, 0.4467594019455136, 3.10352139029196E-4, 211.71628365351867, 3.933631146705008, 4.197795231217438, 0.019157003955794123, 1.4809815274703746, -0.002807947521593494, 5.876151952160161E-4, 0.021377336282171602, 7.029997314814813, 0.4469171785676397, 4109.76188074454, 981.1333773767069, 5821.2208746666465, 0.7059965545423298
0.0014, 0.48110124117466246, 3.342253804929803E-4, 302.74321061487217, 4.5430434397696215, 4.619203104380845, 0.02575323025766474, 1.474428984226051, -0.002999174719602353, 7.18051988747826E-4, 0.028034352988519265, 7.034786759259252, 0.48129542307284273, 4118.167384387171, 983.1400435575596, 5833.126745295264, 0.7059965545423299
0.0015, 0.5154672321368805, 3.580986219567647E-4, 338.02942113442765, 5.191371940257086, 5.059188168268428, 0.033611927492854424, 1.466619837547965, -0.003188695233083918, 8.651949461179064E-4, 0.035935427779820436, 7.03988961934156, 0.5156736675780458, 4127.135536391732, 985.2810321404476, 5845.8295721672375, 0.7059965545423299
0.0016, 0.5496819801256608, 3.8197186342054886E-4, 435.8530298143702, 5.787361766434869, 5.529850640722019, 0.04189294624287559, 1.4583907191304157, -0.0033766230161081877, 0.0010299007353358797, 0.04423966852364789, 7.045116975308645, 0.5500519120832489, 4136.3359775070885, 987.4774756636499, 5858.861422048321, 0.7059965545423296
0.0017, 0.5840171058983213, 4.0584510488433315E-4, 644.195780065804, 6.491266663313253, 6.051483202681711, 0.0544223767398153, 1.4459262020892192, -0.0035630577486152858, 0.0012137013201862924, 0.05677173316824429, 7.051343199588478, 0.5844301565884519, 4147.312312978646, 990.0978827346499, 5874.408715304832, 0.7059965545423299
0.0018, 0.618214469695984, 4.297183463481176E-4, 850.9111579986109, 7.387809143200398, 6.65308401760043, 0.07265102905779924, 1.4277858111118795, -0.003748087361811589, 0.0014188143859823136, 0.07498030203362852, 7.059297890946503, 0.618808401093655, 4161.364027449948, 993.4524824601851, 5894.3120907262755, 0.7059965545423299
0.0019, 0.6524593457294224, 4.535915878119019E-4, 449.4068411669878, 8.306183101803384, 7.372590477224785, 0.0950503918180736, 1.4054833607998973, -0.003931790000723226, 0.001647963313277947, 0.09733421850551889, 7.06840056584362, 0.6531866455988581, 4177.482518084991, 997.3004886498067, 5917.142925425593, 0.7059965545423299
0.002, 0.6868234900414718, 4.7746482927568624E-4, 380.32940410166, 8.354152978026807, 8.248107327815122, 0.09410862512711136, 1.4064250965231253, -0.004114235572503025, 0.0018997935656864266, 0.09632306713392796, 7.06533293209877, 0.687564890104061, 4172.045888362342, 996.0025889086268, 5909.4422791721945, 0.7059965545423299
0.0021, 0.7210597398157631, 5.013380707394704E-4, 977.2900231570941, 9.133800309495273, 9.35908172408519, 0.11320978321786586, 1.3874013798856049, -0.0042954869843524115, 0.00218793575439569, 0.11531733444782258, 7.072042633744854, 0.721943134609264, 4183.943321648717, 998.8428918850756, 5926.294249921665, 0.7059965545423299
0.0022, 0.7552591118192387, 5.252113122032547E-4, 1528.419036699414, 10.177594830539123, 10.773593426121886, 0.14077078653306468, 1.3599396932033014, -0.0044756011451519695, 0.002516520124026215, 0.14272986755419043, 7.079800884773665, 0.756321379114467, 4197.728181415185, 1002.1337847425685, 5945.819642330139, 0.7059965545423297
0.0023, 0.7893333743341376, 5.490845536670391E-4, 2576.5555645764016, 11.724234588883746, 12.58512276703717, 0.1861864166598053, 1.3146716058614385, -0.004654629784629776, 0.0028971347550041165, 0.18794391168943095, 7.092418508230459, 0.79069962361967, 4220.211781749989, 1007.5013489402487, 5977.666257147371, 0.70599655454233
0.0024, 0.82313436337681, 5.729577951308231E-4, 4525.575821508255, 13.870281129918688, 14.899869520300076, 0.2637922528090437, 1.237283680884095, -0.004832620129818146, 0.0033425811792953735, 0.2652822917595665, 7.109961111111107, 0.8250778681248729, 4251.604500728621, 1014.9958085440646, 6022.1320817702435, 0.70599655454233
0.0025, 0.8566750664999669, 5.968310365946075E-4, 8986.263807442172, 16.822056241657208, 17.845028725196855, 0.4022667453588665, 1.0991327129778632, -0.005009615468588517, 0.0038711844177468434, 0.40340517640970813, 7.13611597736626, 0.8594561126300759, 4298.697463835232, 1026.2384253389569, 6088.836321052459, 0.7059965545423299
0.0026, 0.8894667922019964, 6.207042780583919E-4, 18247.521803017866, 21.174944474139416, 21.56999840398135, 0.6928547442737091, 0.8091007441263313, -0.005185655622889315, 0.004507764393639884, 0.6935326355029585, 7.177333847736625, 0.8938343571352789, 4373.615750198236, 1044.1238487429262, 6194.953391852573, 0.7059965545423298
0.0027, 0.9208649365457222, 6.445775195221761E-4, 36066.2930372392, 26.91312061610012, 26.245285865062808, 1.273521733597095, 0.22932953905003273, -0.005360777349080229, 0.005283160115464323, 1.2735993508307109, 7.240053940329224, 0.9282126016404819, 4489.278905571876, 1071.736393109907, 6358.783023356398, 0.7059965545423298
0.0028, 0.948454631806304, 6.684507609859605E-4, 56713.82525930395, 34.216259078464816, 32.06139857376181, 2.414893389036937, -0.9105875478080527, -0.005535014678884134, 0.006233450159112395, 2.4141949535567084, 7.328494115226341, 0.9625908461456849, 4655.8117557512605, 1111.4931825497538, 6594.66639857675, 0.7059965545423299
0.0029, 0.9674472920134509, 6.923240024497446E-4, -50577.408868006656, 41.29184804288257, 39.1952078318088, 3.981407423097561, -2.4751468701715624, -0.005708399211575585, 0.007376358259125337, 3.979739464050011, 7.419137767489715, 0.9969690906508879, 4830.715814486392, 1153.248450821551, 6842.407067578338, 0.7059965545423298
