This fits B3 to B4 into the virial expansion since maxPower is set to 2.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.06876595639506233, 4.774648292756861E-5, 28.66103710751496, 1.1851161341567098, 1.1346419276295678, 8.434968130284702E-4, 1.4991577869376023, -5.213638970822166E-4, 7.73306165260152E-6, 0.0013571276484580853, 7.0065164197530905, 0.06875648901040608, 4068.7182276483795, 971.3349269675026, 5763.085104977562, 0.7059965545423298
3.0E-4, 0.10313921452308801, 7.161972439135293E-5, 23.311045971776768, 1.28375967118913, 1.1741706909493002, 0.0013684637189403735, 1.4986344452632456, -7.530065463303081E-4, 1.6072693355356898E-5, 0.0021053975719153247, 7.007276512345677, 0.10313473351560913, 4070.042539721541, 971.6510831864625, 5764.960910269585, 0.7059965545423299
4.0E-4, 0.13751023145681915, 9.549296585513724E-5, 29.078975337038845, 1.3978161844230963, 1.2102062938996725, 0.0019565172715436765, 1.4980490051299833, -9.765371141186377E-4, 2.669835975265937E-5, 0.0029063560259096548, 7.008477561728396, 0.13751297802081217, 4072.1357181393587, 972.150792724416, 5767.925766690413, 0.70599655454233
5.0E-4, 0.1718973823695274, 1.1936620731892148E-4, 35.89870116433154, 1.5960452803644491, 1.2540507133378136, 0.002756882518421487, 1.4972534640478363, -0.0011940355932402447, 3.954415868291612E-5, 0.003911373952978816, 7.010242798353908, 0.1718912225260152, 4075.2134595148295, 972.885549354613, 5772.28519501293, 0.7059965545423299
6.0E-4, 0.20627241220070267, 1.4323944878270585E-4, 39.52857235654048, 1.8282411469350501, 1.3167675477231306, 0.00367055399380832, 1.4963469648097751, -0.001406727072591923, 5.487494059882216E-5, 0.005022406125801421, 7.011658827160497, 0.20626946703121826, 4077.6834675565874, 973.4752203385966, 5775.783807047033, 0.70599655454233
7.0E-4, 0.24063127218813368, 1.6711269024649017E-4, 51.240145121141275, 2.0186928246212235, 1.409646127645231, 0.0046442328235942075, 1.4953807004853454, -0.0016154210498813184, 7.333541300101032E-5, 0.006186318460474516, 7.013109022633749, 0.24064771153642134, 4080.214107476753, 974.0793661173167, 5779.368300347864, 0.7059965545423299
8.0E-4, 0.2750303533209435, 1.9098593171027449E-4, 60.45146851821919, 2.318394563414076, 1.5441197695968873, 0.00611709070804103, 1.4939198052847444, -0.0018206928681456847, 9.59614728469692E-5, 0.007841822103339745, 7.015216430041156, 0.2750259560416244, 4083.8934703073896, 974.9577492902033, 5784.579887864777, 0.7059965545423299
9.0E-4, 0.3093727278498679, 2.148591731740588E-4, 64.33812642853444, 2.552383081230369, 1.7312601176415074, 0.007530577833145811, 1.4925187945453804, -0.0020229727110088343, 1.2408874827097573E-4, 0.00942946179588367, 7.017362582304526, 0.30940420054682743, 4087.6427511446914, 975.8528241576478, 5789.89050986878, 0.7059965545423297
0.001, 0.3437280383528965, 2.38732414637843E-4, 111.62168208521894, 2.796277718950375, 1.9822338536418609, 0.0091890099631528, 1.490874141633983, -0.0022225944863660013, 1.5941845865360328E-4, 0.011252185990865199, 7.019404897119344, 0.3437824450520305, 4091.212760449421, 976.7051010992454, 5794.947204950024, 0.7059965545423298
0.0011, 0.37809538665228126, 2.626056561016274E-4, 118.22434811315323, 3.301472075799047, 2.3092898695127113, 0.012860120571174208, 1.4872306415714123, -0.0024198249427019227, 2.0428799594047082E-4, 0.015075657517935659, 7.0236077469135765, 0.3781606895572336, 4098.565969301425, 978.4605504038207, 5805.362565768278, 0.70599655454233
0.0012, 0.4124391216477981, 2.864788975654117E-4, 129.47995152739466, 3.5066405940418433, 2.7217350922595283, 0.014833806781960399, 1.4852732470618966, -0.00261488210504646, 2.606472627451537E-4, 0.017188041624261706, 7.02561140946501, 0.41253893406243664, 4102.074630258233, 979.298181506185, 5810.332364748507, 0.7059965545423298
0.0013, 0.4467625409689576, 3.10352139029196E-4, 214.2805662129868, 3.9630684396202436, 3.2328824773541864, 0.019042332866239367, 1.4810958585790188, -0.002807947521593494, 3.318638257620023E-4, 0.02151841656207086, 7.0297715843621384, 0.4469171785676397, 4109.366004936711, 981.0388689892072, 5820.660141324136, 0.7059965545423299
0.0014, 0.48110623239665046, 3.342253804929803E-4, 276.5105431144334, 4.5515183987346175, 3.8531767216268773, 0.025064950178358508, 1.475115776755409, -0.002999174719602353, 4.2090353896627084E-4, 0.02764322135899459, 7.034296430041159, 0.48129542307284273, 4117.306327560994, 982.9344813823059, 5831.907112110602, 0.7059965545423299
0.0015, 0.5154241869617386, 3.580986219567647E-4, 333.1538634894558, 5.128722692371464, 4.593807632066025, 0.032244738792345386, 1.4679815150760431, -0.003188695233083918, 5.312821128463212E-4, 0.03490215191258298, 7.039060925925929, 0.5156736675780458, 4125.678243316975, 984.9331290458757, 5843.765407596772, 0.7059965545423298
0.0016, 0.5497123820096972, 3.8197186342054886E-4, 454.96674571953065, 5.68550689163133, 5.466419368248813, 0.04097187543371133, 1.4593071774102109, -0.0033766230161081877, 6.670429941666329E-4, 0.043681455455652884, 7.044646995884769, 0.5500519120832489, 4135.508228389924, 987.2798651181948, 5857.68896715199, 0.7059965545423298
0.0017, 0.5840068313180784, 4.0584510488433315E-4, 653.1521326862611, 6.45147712221427, 6.4827305422020896, 0.053967800749454405, 1.4463780387069207, -0.0035630577486152858, 8.326574197013066E-4, 0.05669820107836838, 7.051599567901237, 0.5844301565884519, 4147.764685563752, 990.2058787342082, 5875.049472801728, 0.7059965545423299
0.0018, 0.6182513047882964, 4.297183463481176E-4, 821.1302199810018, 7.376494061272172, 7.653720141807584, 0.07215759258612092, 1.4282765724315885, -0.003748087361811589, 0.001032683479692498, 0.07487299646824001, 7.059363261316871, 0.618808401093655, 4161.479633462456, 993.480081362698, 5894.475839418482, 0.7059965545423299
