This fits B3 to B10 into the virial expansion since maxPower is set to 8.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.4124515377823721, 2.864788975654117E-4, 171.17420423782312, 3.6530716873707063, 3.484216672466839, 0.016244062763251684, 1.4838713741445273, -0.00261488210504646, 4.7050754077939994E-4, 0.018388437327518745, 7.0265430144032806, 0.41253893406243664, 4103.706667466012, 979.6878016895769, 5812.644043463193, 0.70599655454233
0.0013, 0.44675426813684516, 3.10352139029196E-4, 179.26080041086328, 4.125665871588293, 3.961113259342717, 0.02058030334246644, 1.4795677517286683, -0.002807947521593494, 5.776789963778104E-4, 0.02281057186768212, 7.03036934156379, 0.4469171785676397, 4110.414379826377, 981.2891500580629, 5822.145098839752, 0.7059965545423298
0.0014, 0.4810873472409305, 3.342253804929803E-4, 240.10208976032794, 4.513448286918185, 4.541802556768987, 0.024803135509651252, 1.4753748426835835, -0.002999174719602353, 7.030245445427195E-4, 0.027099285684710886, 7.03392822016461, 0.48129542307284273, 4116.65980085528, 982.780134500723, 5830.991347435046, 0.7059965545423299
0.0015, 0.5154264838679501, 3.580986219567647E-4, 359.5155312786303, 5.058789537192025, 5.215361742153274, 0.03204433367208148, 1.4681775968889672, -0.003188695233083918, 8.497751076558934E-4, 0.034383253797509505, 7.038385699588482, 0.5156736675780458, 4124.491082378392, 984.6497152484442, 5842.083868315958, 0.7059965545423298
0.0016, 0.5497328558454778, 3.8197186342054886E-4, 523.7565544269524, 5.751763837589395, 5.953163654402552, 0.04196873768604213, 1.4583131098751934, -0.0033766230161081877, 0.0010209713580619185, 0.0443243893440884, 7.0453020679012335, 0.5500519120832489, 4136.66200130503, 987.5553081121618, 5859.323214384051, 0.7059965545423299
0.0017, 0.5840047223848195, 4.0584510488433315E-4, 622.8876794798923, 6.568336232455042, 6.7118570204983, 0.057051867056230124, 1.4433067674937248, -0.0035630577486152858, 0.0012179430913309818, 0.05939698171351443, 7.05257147119342, 0.5844301565884519, 4149.479948215735, 990.6153675288542, 5877.479035157162, 0.7059965545423301
0.0018, 0.6181990593499465, 4.297183463481176E-4, 774.231283502801, 7.375504752873879, 7.447964819391615, 0.07170943364012164, 1.4287259276405633, -0.003748087361811589, 0.001440982034845749, 0.07401653896708749, 7.059081409465012, 0.618808401093655, 4160.981200161159, 993.3610891771434, 5893.76983979555, 0.70599655454233
0.0019, 0.6525109707869127, 4.535915878119019E-4, 1060.637333930234, 8.241738064165698, 8.137515662878513, 0.09401868781598614, 1.4065098722526768, -0.003931790000723226, 0.0016905450164048565, 0.09625993280030452, 7.067238281893006, 0.6531866455988581, 4175.4220989754685, 996.8085998206243, 5914.2244705177545, 0.7059965545423297
0.002, 0.686739666837863, 4.7746482927568624E-4, 422.49142172365214, 9.291711872568548, 8.792109043825803, 0.12235113599696344, 1.378286291675458, -0.004114235572503025, 0.0019657484379387996, 0.12449962313152767, 7.075989794238682, 0.687564890104061, 4190.952858695625, 1000.5162955897774, 5936.222821104923, 0.7059965545423298
0.0021, 0.721067806163262, 5.013380707394704E-4, 497.73978479590625, 9.18143936520567, 9.472993723257218, 0.11419116727035869, 1.3864255079364052, -0.0042954869843524115, 0.0022613580896492166, 0.11622529616506187, 7.072912160493827, 0.721943134609264, 4185.4867928136755, 999.2113684832101, 5928.480480371415, 0.7059965545423298
0.0022, 0.7551916369184551, 5.252113122032547E-4, 1479.011239892279, 10.33991804947036, 10.351118625044364, 0.14611646013409285, 1.3546134222858948, -0.0044756011451519695, 0.0025905108683913908, 0.14800155041085344, 7.082079989711936, 0.756321379114467, 4201.783440867997, 1003.1019066237214, 5951.563663921633, 0.7059965545423298
0.0023, 0.7892961777363973, 5.490845536670391E-4, 2427.6732477715955, 11.672682925714453, 11.651767953060926, 0.18480875218555748, 1.3160447648282576, -0.004654629784629776, 0.002956425223558809, 0.18650695674662843, 7.092191923868313, 0.79069962361967, 4219.807320234621, 1007.4047908660568, 5977.093362686675, 0.7059965545423299
0.0024, 0.823119425053526, 5.729577951308231E-4, 4523.60112661058, 13.830886716272326, 13.687875252943059, 0.2620293194125344, 1.2390388952066387, -0.004832620129818146, 0.003377239275633409, 0.26348470026671916, 7.109068683127571, 0.8250778681248729, 4250.003743194803, 1014.6136558327665, 6019.864708758974, 0.70599655454233
0.0025, 0.8566091695522867, 5.968310365946075E-4, 9012.08079382231, 16.799235879501836, 16.799124884951652, 0.40079479614839963, 1.1006024074424225, -0.005009615468588517, 0.0038789661774779605, 0.4019254454395102, 7.1356870473250975, 0.8594561126300759, 4297.922365871334, 1026.0533843304545, 6087.738443224428, 0.7059965545423299
0.0026, 0.889544464651153, 6.207042780583919E-4, 18390.044323897826, 21.118073654743593, 21.269862555420787, 0.6923244811766402, 0.809631259077763, -0.005185655622889315, 0.004498897651955491, 0.693011239147574, 7.1779024382716035, 0.8938343571352789, 4374.655269990094, 1044.3720158129001, 6196.425806675519, 0.7059965545423299
0.0027, 0.9208280153757273, 6.445775195221761E-4, 35940.09968655303, 26.954393938081534, 27.176063653552774, 1.2788547334966172, 0.22400594389764672, -0.005360777349080229, 0.00528065833546737, 1.27893485251023, 7.240324526748969, 0.9282126016404819, 4489.782265069993, 1071.8565613383234, 6359.496000629272, 0.7059965545423299
0.0028, 0.9484269500016405, 6.684507609859605E-4, 56778.62696090334, 34.210921442200515, 34.15749441726075, 2.4083378372757585, -0.9040427686334311, -0.005535014678884134, 0.006268034016267077, 2.4076048179383753, 7.327980761316879, 0.9625908461456849, 4654.833418983785, 1111.2596218509254, 6593.280645684359, 0.7059965545423298
0.0029, 0.9673602193203631, 6.923240024497446E-4, -50440.109712985686, 41.3776133853948, 41.0474861551138, 3.989834476336175, -2.4835684973296805, -0.005708399211575585, 0.007465333959354892, 3.988077541588396, 7.4189176028806685, 0.9969690906508879, 4830.285769460467, 1153.1457851341088, 6841.797935673713, 0.70599655454233
