Number of particles: 32
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of drsoftnessy radius]: 19.864645802094532
Number of monomers: 2916666.666666667
Number of chains: 2916.666666666667
Flory interaction parameter (chi): 0.0
Young's calibration factor: 0.1
x-link fraction: 0.001
Reservoir swelling ratio: 3.505574917793274
Mean swelling ratio: 3.5048056874999998
Dry volume fraction: 0.01709999999999996
Reservoir volume fraction: 0.7366715010387426
Actual volume fraction: 0.7279696378417484
MC steps: 60000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
Mean pair energy <E_pair>/N [kT]: 1.2449606887240685
The coupling constant increment - dlambda: 0.0
phi0,         Freference/V,           <F_FR>/V,     		<alpha>,      		zeta, 	 		SpringConstant, 		lindemannParameter
0.0101, -0.014142403756260273, 0.0012057585517412216, 3.5050488750000004, 0.43511006786498935, 0.07063825839517127, 0.5505095959174713
0.0102, -0.013939936587814136, 0.0012022898849713714, 3.5050061250000004, 0.4394180883389001, 0.07780073954720149, 0.526282935507682
0.0103, -0.013508490317418236, 0.0012180047481263356, 3.5050106249999993, 0.4437261088128108, 0.09118914030099784, 0.48769908565947395
0.0104, -0.013942457419407337, 0.0012080268923661073, 3.5050373125, 0.4480341292867216, 0.08383035302609021, 0.5102952894719378
0.0105, -0.01390173558978077, 0.0012453648200665415, 3.5050597500000005, 0.45234214976063236, 0.08793285446711004, 0.49984107412876894
0.0106, -0.012861056335597794, 0.001246599737599731, 3.505028937499999, 0.45665017023454313, 0.12095046159411633, 0.4275392100783114
0.0107, -0.013156322511890686, 0.0012600935558080351, 3.5049711249999995, 0.4609581907084539, 0.11539031804010992, 0.43909079680206325
0.0108, -0.012770739913366231, 0.0012829987615893227, 3.5050387499999998, 0.46526621118236466, 0.13213889264590503, 0.41159524366792805
0.0109, -0.013825551470039558, 0.001270867307891792, 3.5050043749999995, 0.46957423165627543, 0.10312812644803793, 0.46733828718228154
0.011, -0.01175630026361956, 0.0013164810311547604, 3.5050029374999996, 0.47388225213018614, 0.1833273010730285, 0.35158344433281985
0.0111, -0.014688762095548716, 0.0013163674357328482, 3.5050215000000007, 0.4781902726040969, 0.08799582647750714, 0.5090038290929529
0.0112, -0.013541597872440317, 0.0013344375027181565, 3.50499775, 0.4824982930780077, 0.12229150671722282, 0.433064203265288
0.0113, -0.014132636750123826, 0.0013368610740501009, 3.5050258125, 0.48680631355191845, 0.10844972762019553, 0.46123580004133474
0.0114, -0.013842823947816885, 0.0013567194904541239, 3.5049853750000004, 0.4911143340258292, 0.12042221919948017, 0.4389948220477231
0.0115, -0.013039467293747997, 0.001348840798375535, 3.5049711875, 0.49542235449974, 0.15180917490997844, 0.3921281592314264
0.0116, -0.012571115291983147, 0.0013668593614751376, 3.5049939375000005, 0.49973037497365075, 0.17538798663947452, 0.36587311861956684
0.0117, -0.014738499830330116, 0.0013898964895439757, 3.504970749999999, 0.5040383954475615, 0.10558570944409047, 0.47290126588435455
0.0118, -0.013969207666997689, 0.0013816134632557888, 3.504986437500001, 0.5083464159214722, 0.1313732600907997, 0.4251592258674966
0.0119, -0.012681664406052904, 0.001405786110278009, 3.504960375, 0.512654436395383, 0.18464352525921343, 0.3596331409115344
0.012, -0.012494595892867092, 0.0014112659267158914, 3.5049845625, 0.5169624568692938, 0.19810235614988633, 0.34817160971217487
0.0121, -0.014342601408619475, 0.001428713303620477, 3.505038375, 0.5212704773432045, 0.13073289507780864, 0.429780900225905
0.0122, -0.013260149659819432, 0.0014531658726486378, 3.5050002499999993, 0.5255784978171153, 0.17359888931275655, 0.3739879129089573
0.0123, -0.014302611075915095, 0.0014518909424594809, 3.5049982499999994, 0.5298865182910261, 0.13945397470319795, 0.418405465675197
0.0124, -0.014489726545468878, 0.001472908924569379, 3.5049598125, 0.5341945387649368, 0.13715254821984038, 0.4230415730687449
0.0125, -0.012820592519572637, 0.0014922155228688301, 3.5049898124999994, 0.5385025592388476, 0.2070137179626226, 0.34526153906099005
0.0126, -0.013126456754573735, 0.0014814876612340908, 3.5049798125000007, 0.5428105797127584, 0.19757201724452175, 0.3543549945962294
0.0127, -0.012489327040528953, 0.00149268108470626, 3.5049616875000007, 0.547118600186669, 0.23373617807840402, 0.32665002687406275
0.0128, -0.012275274027023837, 0.0015211273342646782, 3.5049590625, 0.5514266206605798, 0.2507300121035293, 0.3162116911623718
0.0129, -0.009312669743739453, 0.001542568122250119, 3.504998874999999, 0.5557346411344906, 0.4965363828793169, 0.2252849219120366
0.013, -0.010878262281388138, 0.0015461023722167214, 3.5049578749999997, 0.5600426616084013, 0.3565039188859496, 0.26655902455679326
0.0131, -0.01255539066868329, 0.001538067485575117, 3.504979937500001, 0.5643506820823121, 0.2510237528810555, 0.31847654267202874
0.0132, -0.008143210414977136, 0.0015596335300903368, 3.505025625, 0.5686587025562229, 0.6717212515330969, 0.19518264244073003
0.0133, -0.013060658778146628, 0.0015717416280838447, 3.504969687500001, 0.5729667230301336, 0.23445333967565485, 0.3312074490450108
0.0134, -0.01000158063182904, 0.0015715084100242818, 3.5049833125, 0.5772747435040444, 0.4623348185561604, 0.23644731816526657
0.0135, -0.0085802155476179, 0.0016095539036205333, 3.504998875, 0.5815827639779552, 0.6362337060982715, 0.2020601541767344
0.0136, -0.011251393545769615, 0.0016001970408211074, 3.5049420000000002, 0.5858907844518659, 0.36602625841411485, 0.26705534547853066
