DryVolFrac	rhosigma^3	Lindemann	young calibration	kT/epsilon
0.0164	1.3492584297419148	0.1000269993253888	0.1	0.0034285322453457673
0.0147	1.2093962754393992	0.102835823764379	0.3	0.0011428440817819227
0.0145	1.1929419043449858	0.1012066000960591	0.4	0.0008571330613364418
0.0143	1.1764875332505722	0.1018311168861711	0.5	0.0006857064490691535
0.0142	1.1682603477033655	0.1010920042300078	0.6	0.0005714220408909613
0.0141	1.1600331621561586	0.1018320421791137	0.7	0.0004897903207636811
0.014	1.1518059766089517	0.1021909059023922	0.8	0.0004285665306682209
0.014	1.1518059766089517	0.1008585874357462	0.9	0.0003809480272606409
0.0139	1.1435787910617448	0.1021374079769887	1.0	0.00034285322453457676
