#Number of particles: 108
#Initial configuration: FCC
#Dry microgel radius [nm]: 50.0
#Box length [units of dry radius]: 76.76633170710052
#Number of monomers: 2916666.666666667
#Number of chains: 291.6666666666669
#Flory interaction parameter (chi): 0.0
#Young's calibration factor: 1.0
#Minimum x-link fraction: 3.0E-5
#Maximum x-link fraction: 1.0E-4
#x-link fraction increment: 1.75E-6
#Reservoir swelling ratio: 5.5154305577278135
#Mean swelling ratio: 5.5160455462962945
#Max Dry volume fraction: 10.0
#Minimum Dry volume fraction: 0.001
#Reservoir volume fraction: 0.16777925547269204
#Actual volume fraction: 0.0
#MC steps: 150000
#Equilibration steps: 50000.0
#Snapshot interval: 100
#Displacement tolerance: 0.1
#Particle radius change tolerance: 0.05
#Particle radius bin width: 0.001
#g(r) bin width: 0.005
#phi0,		   phi,       	   <alpha>,      		zeta, 	 	 	  lindemannParameter, 			x-link, 		kT/E
0.0023, 0.7632249904710912, 6.999022861111106, 0.7643924172867014, 0.1266518242817407, 3.175E-5, 0.005400162096897498
0.0023, 0.7393957451750093, 6.915745231481474, 0.7403086738301488, 0.13933435602369748, 3.35E-5, 0.005117313091309438
0.0024, 0.7483834041438567, 6.846782324074071, 0.749378029455813, 0.13364014931951404, 3.525E-5, 0.004863953541401735
0.0024, 0.7271794888042383, 6.774736157407413, 0.7280264661504938, 0.14906349151770518, 3.7000000000000005E-5, 0.004633205419063904
0.0025, 0.7368411173374929, 6.711327342592594, 0.7377420124461587, 0.13313891881623593, 3.875000000000001E-5, 0.004424109365084328
0.0025, 0.7178066542603901, 6.647233740740736, 0.7185600821020911, 0.14573455637837826, 4.050000000000001E-5, 0.004232890181667991
0.0026, 0.7278125722056697, 6.591162259259261, 0.7286852640761596, 0.13415722053415313, 4.225000000000001E-5, 0.0040576089635079105
0.0026, 0.7105086942908321, 6.533456259259256, 0.7112629109296461, 0.14283353929913284, 4.400000000000001E-5, 0.0038967976866069827
0.0027, 0.7208414132187235, 6.483575611111112, 0.7216413479663979, 0.13381907750915278, 4.5750000000000014E-5, 0.003747072782198362
0.0027, 0.7049730837123994, 6.431276333333336, 0.7056705162943415, 0.1420882031517999, 4.7500000000000016E-5, 0.003609053591936756
0.0028, 0.7154663989705775, 6.385561074074082, 0.7161933865363255, 0.13199030673917755, 4.925000000000002E-5, 0.0034808704929415574
0.0028, 0.7007858309745911, 6.339008351851846, 0.7014420935756327, 0.14464658661080704, 5.100000000000002E-5, 0.003361361686823871
0.0029, 0.7112936844773319, 6.296423981481477, 0.7120313650014541, 0.1314659073760927, 5.275000000000002E-5, 0.0032498634154324523
0.0029, 0.6976933903192928, 6.253437240740739, 0.6983179452570605, 0.1444167355689564, 5.4500000000000024E-5, 0.0031455677519073594
0.003, 0.7081983192441614, 6.213964527777782, 0.7089203278346514, 0.12972428116639292, 5.6250000000000026E-5, 0.0030476912289949926
0.003, 0.6954673543335302, 6.1736624722222215, 0.6960978847236206, 0.13518022797283355, 5.800000000000003E-5, 0.002955786733387233
0.003, 0.6832762050940391, 6.135996379629635, 0.6838783327594674, 0.14869848801976587, 5.975000000000003E-5, 0.0028691740580648233
0.0031, 0.6940319055462285, 6.100348833333332, 0.694625750208303, 0.13130995695264625, 6.150000000000003E-5, 0.002787475870864761
0.0031, 0.6825122765034046, 6.064765129629628, 0.6831140445790228, 0.14395802516684228, 6.325000000000003E-5, 0.0027103565367335887
0.0031, 0.6715838607250726, 6.030465027777784, 0.672099445684393, 0.14792712555147916, 6.500000000000003E-5, 0.002637415746934466
0.0032, 0.6823296115083519, 5.998889268518519, 0.6828908633582432, 0.13551635205527854, 6.675000000000004E-5, 0.0025684087101148782
0.0032, 0.6719572023214916, 5.96690398148148, 0.672447872316467, 0.1446131151606268, 6.850000000000004E-5, 0.002502684630753446
0.0033, 0.6826014207860882, 5.937168481481483, 0.6831231595822803, 0.13251887268508283, 7.025000000000004E-5, 0.0024402643745960032
0.0033, 0.6727017423097027, 5.906912824074075, 0.6731889686729348, 0.13725305738395435, 7.200000000000004E-5, 0.0023809924606279427
0.0033, 0.6631344057810741, 5.87795852777778, 0.6636330581894634, 0.14786725621208224, 7.375000000000004E-5, 0.002324591593437717
0.0034, 0.6737209743955977, 5.850687537037038, 0.6742648347175657, 0.13871401891970417, 7.550000000000005E-5, 0.0022706497449011573
0.0034, 0.6646423313163659, 5.822926083333337, 0.6651307922489409, 0.14319762375637207, 7.725000000000005E-5, 0.002219141333713043
0.0035, 0.675122837515274, 5.797866101851855, 0.6756247670517123, 0.13566411761282873, 7.900000000000005E-5, 0.002170015450909004
0.0035, 0.6664133178160342, 5.771411055555556, 0.6668726759752374, 0.13691711326783984, 8.075000000000005E-5, 0.002122987456300771
0.0035, 0.6579980198687976, 5.746045907407407, 0.6584181050954279, 0.14215523180290163, 8.250000000000005E-5, 0.002078046696405452
0.0035, 0.6497956291791321, 5.7212251111111145, 0.6502460047082955, 0.14960653068836904, 8.425000000000006E-5, 0.0020349026059455363
0.0036, 0.6602685647119212, 5.698500212962961, 0.6606932827005333, 0.14022404956987566, 8.600000000000006E-5, 0.001993469247688089
0.0036, 0.6524095229248695, 5.674541675925922, 0.6528220435382542, 0.14097147763874981, 8.775000000000006E-5, 0.001953617093137904
0.0037, 0.6626498937832254, 5.653201314814812, 0.6631211973686294, 0.1396243804808229, 8.950000000000006E-5, 0.0019154254773751046
0.0037, 0.6550815975385899, 5.630603351851852, 0.6555263193472278, 0.1426205005107382, 9.125000000000006E-5, 0.001878684836572648
