phi0, phi, F_fitted, mu_kT_from_fit, P_from_fit
3.0905527638e-03, 7.8224272192e-01, 7.2868826919e-05, 1.2952053347e+02, 1.2942177049e+02
3.0928140704e-03, 7.8279989219e-01, 1.4276137290e-04, 1.2941203192e+02, 1.2921868132e+02
3.0950753769e-03, 7.8335706247e-01, 2.1259210871e-04, 1.2929154917e+02, 1.2900383284e+02
3.0973366834e-03, 7.8391423274e-01, 2.8235457830e-04, 1.2915912932e+02, 1.2877727736e+02
3.0995979899e-03, 7.8447140301e-01, 3.5204235337e-04, 1.2901482062e+02, 1.2853907131e+02
3.1018592965e-03, 7.8503701430e-01, 4.2164901788e-04, 1.2885867575e+02, 1.2828927556e+02
3.1041206030e-03, 7.8560445066e-01, 4.9116821265e-04, 1.2869075276e+02, 1.2802795617e+02
3.1063819095e-03, 7.8617188703e-01, 5.6059358531e-04, 1.2851111532e+02, 1.2775518479e+02
3.1086432161e-03, 7.8673932340e-01, 6.2991884261e-04, 1.2831983345e+02, 1.2747103940e+02
3.1109045226e-03, 7.8730824030e-01, 6.9913770403e-04, 1.2811698397e+02, 1.2717560465e+02
3.1131658291e-03, 7.8787937801e-01, 7.6824395410e-04, 1.2790265091e+02, 1.2686897235e+02
3.1154271357e-03, 7.8845051571e-01, 8.3723142779e-04, 1.2767692660e+02, 1.2655124251e+02
3.1176884422e-03, 7.8902165341e-01, 9.0609398057e-04, 1.2743991143e+02, 1.2622252308e+02
3.1199497487e-03, 7.8959279111e-01, 9.7482556612e-04, 1.2719171498e+02, 1.2588293114e+02
3.1222110553e-03, 7.9016162025e-01, 1.0434201608e-03, 1.2693245628e+02, 1.2553259315e+02
3.1244723618e-03, 7.9073039693e-01, 1.1118718480e-03, 1.2666226466e+02, 1.2517164565e+02
3.1267336683e-03, 7.9129917360e-01, 1.1801747546e-03, 1.2638127993e+02, 1.2480023562e+02
3.1289949749e-03, 7.9186795027e-01, 1.2483230871e-03, 1.2608965299e+02, 1.2441852100e+02
3.1312562814e-03, 7.9242869247e-01, 1.3163111485e-03, 1.2578754672e+02, 1.2402667161e+02
3.1335175879e-03, 7.9298300708e-01, 1.3841333312e-03, 1.2547513617e+02, 1.2362486919e+02
3.1357788945e-03, 7.9353732169e-01, 1.4517841196e-03, 1.2515260926e+02, 1.2321330826e+02
3.1380402010e-03, 7.9409163630e-01, 1.5192581109e-03, 1.2482016717e+02, 1.2279219649e+02
3.1403015075e-03, 7.9464771890e-01, 1.5865500104e-03, 1.2447802510e+02, 1.2236175533e+02
3.1425628141e-03, 7.9521529338e-01, 1.6536546336e-03, 1.2412641275e+02, 1.2192222060e+02
3.1448241206e-03, 7.9578286786e-01, 1.7205669283e-03, 1.2376557476e+02, 1.2147384281e+02
3.1470854271e-03, 7.9635044233e-01, 1.7872820022e-03, 1.2339577135e+02, 1.2101688791e+02
3.1493467337e-03, 7.9691801681e-01, 1.8537950878e-03, 1.2301727891e+02, 1.2055163782e+02
3.1516080402e-03, 7.9748923911e-01, 1.9201015498e-03, 1.2263039037e+02, 1.2007839073e+02
3.1538693467e-03, 7.9806194334e-01, 1.9861969631e-03, 1.2223541594e+02, 1.1959746190e+02
3.1561306533e-03, 7.9863464757e-01, 2.0520770427e-03, 1.2183268369e+02, 1.1910918420e+02
3.1583919598e-03, 7.9920735179e-01, 2.1177376898e-03, 1.2142253970e+02, 1.1861390826e+02
3.1606532663e-03, 7.9977933514e-01, 2.1831750018e-03, 1.2100534910e+02, 1.1811200354e+02
3.1629145729e-03, 8.0034954404e-01, 2.2483852858e-03, 1.2058149637e+02, 1.1760385848e+02
3.1651758794e-03, 8.0091975294e-01, 2.3133650357e-03, 1.2015138594e+02, 1.1708988126e+02
3.1674371859e-03, 8.0148996183e-01, 2.3781110062e-03, 1.1971544269e+02, 1.1657050012e+02
3.1696984925e-03, 8.0206017073e-01, 2.4426201503e-03, 1.1927411253e+02, 1.1604616407e+02
3.1719597990e-03, 8.0261887779e-01, 2.5068897025e-03, 1.1882786287e+02, 1.1551734329e+02
3.1742211055e-03, 8.0317581533e-01, 2.5709171255e-03, 1.1837718343e+02, 1.1498452989e+02
3.1764824121e-03, 8.0373275288e-01, 2.6347001735e-03, 1.1792258642e+02, 1.1444823811e+02
3.1787437186e-03, 8.0428969043e-01, 2.6982368663e-03, 1.1746460733e+02, 1.1390900512e+02
3.1810050251e-03, 8.0485159864e-01, 2.7615255326e-03, 1.1700380539e+02, 1.1336739142e+02
3.1832663317e-03, 8.0541972019e-01, 2.8245648105e-03, 1.1654076412e+02, 1.1282398136e+02
3.1855276382e-03, 8.0598784173e-01, 2.8873536448e-03, 1.1607609200e+02, 1.1227938386e+02
3.1877889447e-03, 8.0655596328e-01, 2.9498913259e-03, 1.1561042278e+02, 1.1173423269e+02
3.1900502513e-03, 8.0712379670e-01, 3.0121775098e-03, 1.1514441626e+02, 1.1118918713e+02
3.1923115578e-03, 8.0767895229e-01, 3.0742121662e-03, 1.1467875856e+02, 1.1064493239e+02
3.1945728643e-03, 8.0823410788e-01, 3.1359956974e-03, 1.1421416302e+02, 1.1010218040e+02
3.1968341709e-03, 8.0878926347e-01, 3.1975288789e-03, 1.1375137055e+02, 1.0956167006e+02
3.1990954774e-03, 8.0934441907e-01, 3.2588128702e-03, 1.1329115009e+02, 1.0902416787e+02
3.2013567839e-03, 8.0990540801e-01, 3.3198492938e-03, 1.1283429921e+02, 1.0849046841e+02
3.2036180905e-03, 8.1047028585e-01, 3.3806401789e-03, 1.1238164492e+02, 1.0796139503e+02
3.2058793970e-03, 8.1103516369e-01, 3.4411880224e-03, 1.1193404389e+02, 1.0743780030e+02
3.2081407035e-03, 8.1160004153e-01, 3.5014958066e-03, 1.1149238307e+02, 1.0692056635e+02
3.2104020101e-03, 8.1216568050e-01, 3.5615669590e-03, 1.1105758010e+02, 1.0641060542e+02
3.2126633166e-03, 8.1273483967e-01, 3.6214054521e-03, 1.1063058450e+02, 1.0590886105e+02
3.2149246231e-03, 8.1330399885e-01, 3.6810157603e-03, 1.1021237741e+02, 1.0541630766e+02
3.2171859296e-03, 8.1387315802e-01, 3.7404028985e-03, 1.0980397244e+02, 1.0493395145e+02
3.2194472362e-03, 8.1444231719e-01, 3.7995724392e-03, 1.0940641628e+02, 1.0446283104e+02
3.2217085427e-03, 8.1501137435e-01, 3.8585305251e-03, 1.0902078961e+02, 1.0400401835e+02
3.2239698492e-03, 8.1558039852e-01, 3.9172839051e-03, 1.0864820651e+02, 1.0355861782e+02
3.2262311558e-03, 8.1614942268e-01, 3.9758399316e-03, 1.0828981643e+02, 1.0312776865e+02
3.2284924623e-03, 8.1671844684e-01, 4.0342065795e-03, 1.0794680360e+02, 1.0271264393e+02
3.2307537688e-03, 8.1728428653e-01, 4.0923924685e-03, 1.0762038842e+02, 1.0231445219e+02
3.2330150754e-03, 8.1784375729e-01, 4.1504069172e-03, 1.0731182718e+02, 1.0193443691e+02
3.2352763819e-03, 8.1840322805e-01, 4.2082598948e-03, 1.0702241339e+02, 1.0157387801e+02
3.2375376884e-03, 8.1896269882e-01, 4.2659620922e-03, 1.0675347787e+02, 1.0123409185e+02
3.2397989950e-03, 8.1952216958e-01, 4.3235249532e-03, 1.0650638946e+02, 1.0091643186e+02
3.2420603015e-03, 8.2008222390e-01, 4.3809606263e-03, 1.0628255525e+02, 1.0062228886e+02
3.2443216080e-03, 8.2064233516e-01, 4.4382820611e-03, 1.0608342172e+02, 1.0035309205e+02
3.2465829146e-03, 8.2120244642e-01, 4.4955030016e-03, 1.0591047487e+02, 1.0011030912e+02
3.2488442211e-03, 8.2176255768e-01, 4.5526379868e-03, 1.0576524067e+02, 9.9895446940e+01
3.2511055276e-03, 8.2231891191e-01, 4.6097024033e-03, 1.0564928606e+02, 9.9710052115e+01
3.2533668342e-03, 8.2287133835e-01, 4.6667124834e-03, 1.0556421906e+02, 9.9555711414e+01
3.2556281407e-03, 8.2342376479e-01, 4.7236853438e-03, 1.0551168949e+02, 9.9434052241e+01
3.2578894472e-03, 8.2397619123e-01, 4.7806390185e-03, 1.0549338949e+02, 9.9346743261e+01
3.2601507538e-03, 8.2452949520e-01, 4.8375924389e-03, 1.0551105417e+02, 9.9295495031e+01
3.2624120603e-03, 8.2509508457e-01, 4.8945654962e-03, 1.0556646205e+02, 9.9282060330e+01
3.2646733668e-03, 8.2566067395e-01, 4.9515790693e-03, 1.0566143560e+02, 9.9308234659e+01
3.2669346734e-03, 8.2622626332e-01, 5.0086550059e-03, 1.0579784167e+02, 9.9375856805e+01
3.2691959799e-03, 8.2679185270e-01, 5.0658161945e-03, 1.0597759253e+02, 9.9486809652e+01
3.2714572864e-03, 8.2735430463e-01, 5.1230865620e-03, 1.0620264572e+02, 9.9643020165e+01
3.2737185930e-03, 8.2791502556e-01, 5.1804911113e-03, 1.0647500527e+02, 9.9846460467e+01
3.2759798995e-03, 8.2847574648e-01, 5.2380559118e-03, 1.0679672160e+02, 1.0009914776e+02
3.2782412060e-03, 8.2903646741e-01, 5.2958081819e-03, 1.0716989245e+02, 1.0040314525e+02
3.2805025126e-03, 8.2959661993e-01, 5.3537762778e-03, 1.0759666359e+02, 1.0076056286e+02
3.2827638191e-03, 8.3015478300e-01, 5.4119897222e-03, 1.0807922885e+02, 1.0117355703e+02
3.2850251256e-03, 8.3071294606e-01, 5.4704792492e-03, 1.0861983124e+02, 1.0164433210e+02
3.2872864322e-03, 8.3127110913e-01, 5.5292767961e-03, 1.0922076297e+02, 1.0217514010e+02
3.2895477387e-03, 8.3182927220e-01, 5.5884155736e-03, 1.0988436621e+02, 1.0276828149e+02
3.2918090452e-03, 8.3238630103e-01, 5.6479300360e-03, 1.1061303404e+02, 1.0342610624e+02
3.2940703518e-03, 8.3294304629e-01, 5.7078559867e-03, 1.1140921011e+02, 1.0415101320e+02
3.2963316583e-03, 8.3349979156e-01, 5.7682305260e-03, 1.1227539013e+02, 1.0494545188e+02
3.2985929648e-03, 8.3405653682e-01, 5.8290921479e-03, 1.1321412168e+02, 1.0581192192e+02
3.3008542714e-03, 8.3461142687e-01, 5.8904806974e-03, 1.1422800539e+02, 1.0675297444e+02
3.3031155779e-03, 8.3516326125e-01, 5.9524374715e-03, 1.1531969472e+02, 1.0777121171e+02
3.3053768844e-03, 8.3571509563e-01, 6.0150052032e-03, 1.1649189726e+02, 1.0886928847e+02
3.3076381910e-03, 8.3626693002e-01, 6.0782281030e-03, 1.1774737489e+02, 1.1004991198e+02
3.3098994975e-03, 8.3681876440e-01, 6.1421518758e-03, 1.1908894436e+02, 1.1131584259e+02
3.3121608040e-03, 8.3738717597e-01, 6.2068237621e-03, 1.2051947788e+02, 1.1266989443e+02
3.3144221106e-03, 8.3795635856e-01, 6.2722926045e-03, 1.2204190376e+02, 1.1411493583e+02
3.3166834171e-03, 8.3852554116e-01, 6.3386087941e-03, 1.2365920665e+02, 1.1565388957e+02
3.3189447236e-03, 8.3909472375e-01, 6.4058243656e-03, 1.2537442846e+02, 1.1728973389e+02
3.3212060302e-03, 8.3965660447e-01, 6.4739930317e-03, 1.2719066867e+02, 1.1902550267e+02
3.3234673367e-03, 8.4021209605e-01, 6.5431701582e-03, 1.2911108503e+02, 1.2086428606e+02
3.3257286432e-03, 8.4076758763e-01, 6.6134128629e-03, 1.3113889382e+02, 1.2280923076e+02
3.3279899497e-03, 8.4132307921e-01, 6.6847799926e-03, 1.3327737086e+02, 1.2486354108e+02
3.3302512563e-03, 8.4187817595e-01, 6.7573322012e-03, 1.3552985159e+02, 1.2703047882e+02
3.3325125628e-03, 8.4243011399e-01, 6.8311319333e-03, 1.3789973197e+02, 1.2931336420e+02
3.3347738693e-03, 8.4298205203e-01, 6.9062435073e-03, 1.4039046867e+02, 1.3171557607e+02
3.3370351759e-03, 8.4353399006e-01, 6.9827331090e-03, 1.4300558010e+02, 1.3424055289e+02
3.3392964824e-03, 8.4408592810e-01, 7.0606688482e-03, 1.4574864653e+02, 1.3689179280e+02
3.3415577889e-03, 8.4464187191e-01, 7.1401207770e-03, 1.4862331061e+02, 1.3967285401e+02
3.3438190955e-03, 8.4519962479e-01, 7.2211609481e-03, 1.5163327836e+02, 1.4258735590e+02
3.3460804020e-03, 8.4575737766e-01, 7.3038633977e-03, 1.5478231950e+02, 1.4563897929e+02
3.3483417085e-03, 8.4631513053e-01, 7.3883042546e-03, 1.5807426767e+02, 1.4883146656e+02
3.3506030151e-03, 8.4687087709e-01, 7.4745617035e-03, 1.6151302138e+02, 1.5216862254e+02
3.3528643216e-03, 8.4742110630e-01, 7.5627160782e-03, 1.6510254451e+02, 1.5565431518e+02
3.3551256281e-03, 8.4797133551e-01, 7.6528498494e-03, 1.6884686675e+02, 1.5929247565e+02
3.3573869347e-03, 8.4852156472e-01, 7.7450476761e-03, 1.7275008395e+02, 1.6308709889e+02
3.3596482412e-03, 8.4907179393e-01, 7.8393964773e-03, 1.7681635908e+02, 1.6704224442e+02
3.3619095477e-03, 8.4962188859e-01, 7.9359854008e-03, 1.8104992269e+02, 1.7116203681e+02
3.3641708543e-03, 8.5017195847e-01, 8.0349059267e-03, 1.8545507325e+02, 1.7545066601e+02
3.3664321608e-03, 8.5072202835e-01, 8.1362518563e-03, 1.9003617767e+02, 1.7991238772e+02
3.3686934673e-03, 8.5127209823e-01, 8.2401193763e-03, 1.9479767211e+02, 1.8455152425e+02
3.3709547739e-03, 8.5182581194e-01, 8.3466070696e-03, 1.9974406235e+02, 1.8937246490e+02
3.3732160804e-03, 8.5238451197e-01, 8.4558160002e-03, 2.0487992434e+02, 1.9437966632e+02
3.3754773869e-03, 8.5294321200e-01, 8.5678496998e-03, 2.1020990487e+02, 1.9957765327e+02
3.3777386935e-03, 8.5350191203e-01, 8.6828142189e-03, 2.1573872201e+02, 2.0497101898e+02
3.3800000000e-03, 8.5406061205e-01, 8.8008182111e-03, 2.2147116565e+02, 2.1056442568e+02

