phi0, phi, F_total_per_V, F_fitted, mu_kT_calculated, Pressure_calculated
2.1000000000e-03, 6.9570106887e-01, -5.3698494774e-02, -5.3698494774e-02, 7.4776110088e+00, 1.2956279582e+00
2.2000000000e-03, 7.5524134814e-01, -1.3229539187e-01, -1.3229539188e-01, -9.5678878227e+00, -1.5928004341e+00
2.3000000000e-03, 7.8931425988e-01, -2.0070632416e-01, -2.0070632415e-01, -7.0212175955e+00, -1.1223361055e+00
2.4000000000e-03, 8.2322993432e-01, -2.4723448472e-01, -2.4723448472e-01, -4.6530155131e+00, -6.6723042473e-01
2.5000000000e-03, 8.5677020957e-01, -2.7851609571e-01, -2.7851609570e-01, -3.2783185863e+00, -3.9202732255e-01
2.6000000000e-03, 8.8971047626e-01, -3.0039704977e-01, -3.0039704976e-01, -2.3024519092e+00, -1.8865002218e-01
2.7000000000e-03, 9.2115544069e-01, -3.1379142189e-01, -3.1379142188e-01, -1.1576939866e+00, 5.9203327885e-02
2.8000000000e-03, 9.4899647896e-01, -3.1437904840e-01, -3.1437904841e-01, 1.5011839608e+00, 6.5448161343e-01
